quantity,bin,binBarcode,shelf,level,productName,productType,sku,option1,option2,option3,lotName,expiration,warehouse,minCost,avgCost,maxCost,price,committed,incoming,velocity
4,First Aid,1778252086689,Eliot's Trailer,1,Monojet Poly Hub Needle,Horse Care > First Aid & Wellness > First Aid Supplies > Needles and Syringes,8881250081,Size: 19 Gauge x 1 Inch,Quantity: Box of 100,,,,Corro Trailer 1,10600,10600,10600,14990,0,0,
2,First Aid,1778252086689,Eliot's Trailer,1,Monojet Poly Hub Needle,Horse Care > First Aid & Wellness > First Aid Supplies > Needles and Syringes,8881251782,Size: 20 Gauge x 1 Inch,Quantity: Box of 100,,,,Corro Trailer 1,9540,9540,9540,15990,0,0,0.041853435
3,Grooming,1778252024408,Eliot's Trailer,1,Epona Queen's Brush,Horse Care > Grooming & Bathing > Brushes & Tools > Brushes & Combs,1096,Title: Default Title,,,,,Corro Trailer 1,7260,8050,8840,14990,0,0,0.035771992
4,Tack,1778180207021,Eliot's Trailer,1,Mustang Poly Lead,Tack & Equipment > Halters & Leads > Lead Ropes,6000-F,Color: Navy,,,,,Corro Trailer 1,5200,5200,5200,9990,0,0,0.0411787
-1,,,,,Veltri Sport Bedford Boot Bag,Rider > Bags > Boot Bags,sku-45594331349213,Color: Black/Rose Gold,,,,,Corro Trailer 1,84360,84360,84360,148000,0,0,0.085055575
2,First Aid,1778252086689,Eliot's Trailer,1,Monoject Disposable Regular Tip Syringe,Horse Care > First Aid & Wellness > First Aid Supplies > Needles and Syringes,8881512852,Size: 12cc / Box of 80,,,,,Corro Trailer 1,27050,27050,27050,35990,0,0,
8,Treats / Toys,1778252144214,Eliot's Trailer,1,Likit Granola Stall Ball,Horse Care > Treats & Toys > Toys & Licks,GRANBALLMIUS,Size: 3.53 Pounds,Flavor: Peppermint,,,,Corro Trailer 1,0,7740,15480,22990,0,0,0.34148926
2,First Aid,1778252086689,Eliot's Trailer,1,Monoject Disposable Regular Tip Syringe,Horse Care > First Aid & Wellness > First Aid Supplies > Needles and Syringes,8881516911,Size: 6cc / Box of 50,,,,,Corro Trailer 1,12500,12500,12500,18990,0,0,0.033702284
7,Treats / Toys,1778252144214,Eliot's Trailer,1,Likit Granola Stall Ball,Horse Care > Treats & Toys > Toys & Licks,GRANBALLNAUS,Size: 3.53 Pounds,Flavor: Molasses,,,,Corro Trailer 1,15480,15480,15480,22990,0,0,0.48620123
4,First Aid,1778252086689,Eliot's Trailer,1,Monoject Disposable Luer Lock Tip Syringe,Horse Care > First Aid & Wellness > First Aid Supplies > Needles and Syringes,8881516937,Size: 6cc / Box of 50,,,,,Corro Trailer 1,11530,11530,11530,16950,0,0,0.03820258
5,Treats / Toys,1778252144214,Eliot's Trailer,1,Likit Granola Stall Ball,Horse Care > Treats & Toys > Toys & Licks,GRANBALLAP,Size: 3.53 Pounds,Flavor: Apple,,,,Corro Trailer 1,15480,15480,15480,22990,0,0,0.17726515
1,First Aid,1778252086689,Eliot's Trailer,1,Monoject Disposable Regular Tip Syringe,Horse Care > First Aid & Wellness > First Aid Supplies > Needles and Syringes,8881560224,Size: 60cc / Box of 20,,,,,Corro Trailer 1,24740,24740,24740,36990,0,0,0.015494499
0,Grooming,1778252024408,Eliot's Trailer,1,Rubber Curry Comb,"Horse Care > Grooming & Bathing > Brushes & Tools > Grooming Gloves, Curry Combs & Deshedding Tools",65-2141,Title: Default Title,,,,,Corro Trailer 1,4410,4410,4410,6990,0,0,
4,Cycle Counts Grooming,1785512013430,Eliot's Trailer,1,Rubber Curry Comb,"Horse Care > Grooming & Bathing > Brushes & Tools > Grooming Gloves, Curry Combs & Deshedding Tools",65-2141,Title: Default Title,,,,,Corro Trailer 1,4410,4410,4410,6990,0,0,
2,Supplements,1778252144213,Eliot's Trailer,1,Peak Performance Nutrients Perfect Balance Electrolite,Horse Care > Supplements > Electrolytes & Salt,1336,Size: 3 Doses / 80cc,,,Lot #2426,2027-04-30,Corro Trailer 1,11550,11550,11550,16990,0,0,0.18078645
1,Hoof Care,1778252024407,Eliot's Trailer,1,"Tough-1 Professional 15"" Shoe Puller",Horse Care > Grooming & Bathing > Brushes & Tools > Hoof Picks & Hoof Brushes,79-716-0-0,Title: Default Title,,,,,Corro Trailer 1,25980,25980,25980,44950,0,0,
2,Stable,1778252234586,Eliot's Trailer,1,Equiline Ozzy Stable Head Protector,Stable > Stable Supplies > Stall Supplies,F03018-002,Color: Navy,,,,,Corro Trailer 1,45000,45000,45000,89000,0,0,0.042539585
2,Boots/Wraps,1778252009218,Eliot's Trailer,1,Equiline Cotton Quilted Leg Wraps (Set of 4),Tack & Equipment > Boots & Wraps > Leg Wraps,EC018-D00071-006,Color: Black,,,,,Corro Trailer 1,129000,129000,129000,259000,0,0,0.011816615
1,Boots/Wraps,1778252009218,Eliot's Trailer,1,Equiline Fleece Polo Wraps (Set of 4),Tack & Equipment > Boots & Wraps > Leg Wraps,EC018-D04000-006,Color: Black,,,,,Corro Trailer 1,37500,37500,37500,75000,0,0,0.114533044
1,Horse Wear,1778252234587,Eliot's Trailer,1,Equiline Dave Soundproof Ear Net With Square Edge,Tack & Equipment > Ear Plugs & Bonnets > Bonnets,E01043-006F,Color: Black,Size: Full,,,,Corro Trailer 1,55000,55000,55000,109000,0,0,
1,Horse Wear,1778252234587,Eliot's Trailer,1,Equiline Loop Tie Down Ear Bonnet,Tack & Equipment > Ear Plugs & Bonnets > Bonnets,E00057-006,Color: Black,,,,,Corro Trailer 1,42500,42500,42500,85000,0,0,0.0127029335
1,Grooming,1778252024408,Eliot's Trailer,1,ShowBarn Secret Braiding Spray,Horse Care > Grooming & Bathing > Brushes & Tools > Braiding,SBSBS32,Size: 32 Ounces,,,,,Corro Trailer 1,10500,10500,10500,20990,0,0,0.014065075
2,Tack,1778180207021,Eliot's Trailer,1,Kentucky Horseware Vegan Sheepskin Fetlock Boots Elastic,Tack & Equipment > Boots & Wraps > Protective Boots > Hind Boots,88208-01-M,Size: Medium,Color: Black,,,,Corro Trailer 1,96880,96880,96880,324990,0,0,0.015729083
1,Tack,1778180207021,Eliot's Trailer,1,Equifit Belly Band+ With Fleece,Tack & Equipment > Girths & Cinches > English Girths > Hunter/Jumper Girths,52615H,Size: Horse,,,,,Corro Trailer 1,104250,104250,104250,208000,0,0,
1,Tack,1778180207021,Eliot's Trailer,1,Equifit Belly Band+ With Fleece,Tack & Equipment > Girths & Cinches > English Girths > Hunter/Jumper Girths,52615O,Size: Oversize,,,,,Corro Trailer 1,104250,104250,104250,208000,0,0,
3,Tack,1778180207021,Eliot's Trailer,1,Dy'on 5/8 Leather/Nylon Draw Reins - D Collection,"Tack & Equipment > Bridles, Headstalls & Reins > English Bridles & Reins > Reins",DY08B-BR-F,Size: Full,Color: Brown,,,,Corro Trailer 1,76120,76120,76120,249990,0,0,
3,Tack,1778180207021,Eliot's Trailer,1,Dy'on Blinkers,"Tack & Equipment > Bridles, Headstalls & Reins > English Bridles & Reins > Bridle Accessories",AB99KBRC,Size: Cob,Color: Brown,,,,Corro Trailer 1,17290,17290,17290,59990,0,0,
1,Tack,1778180207021,Eliot's Trailer,1,Dy'on 5/8 Web Reins With 9 Leather Loops - D Collection,"Tack & Equipment > Bridles, Headstalls & Reins > English Bridles & Reins > Reins",DY05K-BR-F,Size: Full,Color: Brown,,,,Corro Trailer 1,65740,65740,65740,214990,0,0,0.012099788
1,Tack,1778180207021,Eliot's Trailer,1,Dy'on 5/8 Leather/Nylon Draw Reins - D Collection,"Tack & Equipment > Bridles, Headstalls & Reins > English Bridles & Reins > Reins",DY08B-BR-C,Size: Cob,Color: Brown,,,,Corro Trailer 1,76120,76120,76120,249990,0,0,
2,Tack,1778180207021,Eliot's Trailer,1,Dy'on Rope Noseband - D Collection,"Tack & Equipment > Bridles, Headstalls & Reins > English Bridles & Reins > Bridles",DY04F-BR-C,Size: Cob,Color: Brown,,,,Corro Trailer 1,51900,51900,51900,169990,0,0,
1,Tack,1778180207021,Eliot's Trailer,1,Dy'on Rope Noseband - D Collection,"Tack & Equipment > Bridles, Headstalls & Reins > English Bridles & Reins > Bridles",DY04F-BR-F,Size: Full,Color: Brown,,,,Corro Trailer 1,51900,51900,51900,169990,0,0,0.20799308
3,Tack,1778180207021,Eliot's Trailer,1,Dy'on 3/8 Flash Nose Strap - D Collection,"Tack & Equipment > Bridles, Headstalls & Reins > English Bridles & Reins > Bridle Accessories",DY99A-BR-C,Size: Cob,Color: Brown,,,,Corro Trailer 1,13830,13830,13830,44990,0,0,
2,Tack,1778180207021,Eliot's Trailer,1,Dy'on Fig 8 Noseband- D Collection,"Tack & Equipment > Bridles, Headstalls & Reins > English Bridles & Reins > Bridles",DY04C-BR-C,Size: Cob,Color: Brown,,,,Corro Trailer 1,76120,76120,76120,249990,0,0,
-1,,,,,Veltri Sport Delaire Backpack,Rider > Bags > Backpacks,VSP12001BN,Color: Black/Nickel,,,,,Corro Trailer 1,141360,141360,141360,248000,0,0,0.07913824
1,Rider,1778252234585,Eliot's Trailer,1,Back On Track Human Physio Wrist Brace,Rider > Accessories & Apparel > Accessories,13070003,Size: Large,Color: Black,,,,Corro Trailer 1,12500,12500,12500,25000,0,0,
2,Rider,1778252234585,Eliot's Trailer,1,Back On Track Human Physio Wrist Brace,Rider > Accessories & Apparel > Accessories,13070001,Size: Small,Color: Black,,,,Corro Trailer 1,12500,12500,12500,25000,0,0,0.01462125
2,Rider,1778252234585,Eliot's Trailer,1,Back On Track Human Physio Wrist Brace,Rider > Accessories & Apparel > Accessories,13070002,Size: Medium,Color: Black,,,,Corro Trailer 1,12500,12500,12500,25000,0,0,
-1,,,,,EnviroEquine ReLyte,Horse Care > Supplements > Performance & Energy,EEIPRL1KG5,Size: 1.5kg,,,,,Corro Trailer 1,63700,63700,63700,98000,0,0,0.65337515
1,Rider,1778252234585,Eliot's Trailer,1,Equisite Alesia Shirt,Rider > Accessories & Apparel > Shirts,sku-51085713244451,Size: M,Color: Eucalyptus,,,,Corro Trailer 1,58800,58800,58800,98000,0,0,0.11419094
6,Fly Gear,1778252234584,Eliot's Trailer,1,The Infused Equestrian Wham Bam Fly Spray,Horse Care > Fly & Insect Control > Fly Sprays & Traps,WHAMBAM16,Size: 16 Ounces,,,,,Corro Trailer 1,9960,9960,9960,22000,0,0,
6,Tack,1778180207021,Eliot's Trailer,1,Equi-Care Clean & Care Saddle Soap,Tack & Equipment > Leather Care,CCSS19,Size: 19.5 Ounces,,,,,Corro Trailer 1,9500,9500,9500,15000,0,0,0.046353165
2,Tack,1778180207021,Eliot's Trailer,1,Equi-Care Clean & Care Ointment,Tack & Equipment > Leather Care,CCO15,Size: 15 Ounces,,,,,Corro Trailer 1,10130,10130,10130,17000,0,0,
4,Tack,1778180207021,Eliot's Trailer,1,Equi-Care Clean & Care EquiSoft,Tack & Equipment > Leather Care,CCES15,Size: 15 Ounces,,,,,Corro Trailer 1,8190,8190,8190,13900,0,0,
2,Horse Wear,1778252234587,Eliot's Trailer,1,Amigo Net Cooler,"Horse Wear > Blankets & Sheets > Coolers, Fleece & Covers",ACRN24-BJI0-81,Color: Navy/Titanium Grey & Silver,Size: 81-Inch,,,,Corro Trailer 1,31520,31520,31520,71950,0,0,
1,Horse Wear,1778252234587,Eliot's Trailer,1,Amigo Net Cooler,"Horse Wear > Blankets & Sheets > Coolers, Fleece & Covers",ACRN24-BJI0-72,Color: Navy/Titanium Grey & Silver,Size: 72-Inch,,,,Corro Trailer 1,31520,31520,31520,71950,0,0,0.04671234
2,Horse Wear,1778252234587,Eliot's Trailer,1,Amigo Net Cooler,"Horse Wear > Blankets & Sheets > Coolers, Fleece & Covers",ACRN24-BJI0-78,Color: Navy/Titanium Grey & Silver,Size: 78-Inch,,,,Corro Trailer 1,31520,31520,31520,71950,0,0,
1,Horse Wear,1778252234587,Eliot's Trailer,1,Amigo Net Cooler,"Horse Wear > Blankets & Sheets > Coolers, Fleece & Covers",ACRN24-BJI0-75,Color: Navy/Titanium Grey & Silver,Size: 75-Inch,,,,Corro Trailer 1,31520,31520,31520,71950,0,0,
1,Horse Wear,1778252234587,Eliot's Trailer,1,Amigo Net Cooler,"Horse Wear > Blankets & Sheets > Coolers, Fleece & Covers",ACRN24-BJI0-84,Color: Navy/Titanium Grey & Silver,Size: 84-Inch,,,,Corro Trailer 1,31520,31520,31520,71950,0,0,0.023333944
6,Hoof Care,1778252024407,Eliot's Trailer,1,ComfortMix Thrush Treatment,Horse Care > First Aid & Wellness > Hoof Care > Thrush,90.195.900100000,Size: Gel - 2 oz,,,,,Corro Trailer 1,11200,11200,11200,14950,0,0,0.08506268
5,Grooming,1778252024408,Eliot's Trailer,1,Braiding Bands,Horse Care > Grooming & Bathing > Brushes & Tools > Braiding,368-CS,Color: Chestnut,,,,,Corro Trailer 1,2980,2980,2980,4980,0,0,0.021025058
1,Tack,1778180207021,Eliot's Trailer,1,Pharmaka Sporty Stick Spray,Rider > Accessories & Apparel > Accessories,803550,Size: 200ml,,,,,Corro Trailer 1,12300,12300,12300,22500,0,0,0.06803177
8,Hoof Care,1778252024407,Eliot's Trailer,1,Groom's Hand Deep Thrush Gel,Horse Care > First Aid & Wellness > Hoof Care > Thrush,GHDT3AR,Size: 3 Ounces,,,,,Corro Trailer 1,14300,14300,14300,19500,0,0,0.011592986
2,Stable,1778252234586,Eliot's Trailer,1,Tough-1 Box Fan Holder,Stable > Stable Supplies > Stall Supplies,88-497-0-0,Title: Default Title,,,,,Corro Trailer 1,10980,10980,10980,17990,0,0,0.24618277
8,Tack,1778180207021,Eliot's Trailer,1,Sealtex Latex Bandage,Tack & Equipment > Bits > Bit Accessories,391,Size: 3” x 36”,,,,,Corro Trailer 1,7950,7950,7950,15950,0,0,
1,First Aid,1778252086689,Eliot's Trailer,1,Monoject 60cc Catheter Tip Syringe,Horse Care > First Aid & Wellness > First Aid Supplies > Needles and Syringes,8881560141,Size: 20 Pack,,,,,Corro Trailer 1,24740,24740,24740,29950,0,0,0.1322181
4,Rider,1778252234585,Eliot's Trailer,1,Bhoof Eyewear 1.1 Wide,Rider > Accessories & Apparel > Eyewear,BH20010001,Color: Black,,,,,Corro Trailer 1,137000,137000,137000,249000,0,0,0.25753206
10,Tack,1778180207021,Eliot's Trailer,1,Bhoof CO2 Cartridge 1,Rider > Accessories & Apparel > Safety Vest,BH20050007,Size: 33 Grams,,,,,Corro Trailer 1,21000,21000,21000,39000,0,0,
0,Other,1778252254016,Eliot's Trailer,1,Bhoof Eyewear 2 Slim,Rider > Accessories & Apparel > Eyewear,BH20010004,Color: Slate Grey/Brown Contrast,,,,,Corro Trailer 1,148000,148000,148000,269000,0,0,
10,Tack,1778180207021,Eliot's Trailer,1,Bhoof CO2 Cartridge 1,Rider > Accessories & Apparel > Safety Vest,BH20050006,Size: 24 Grams,,,,,Corro Trailer 1,21000,21000,21000,39000,0,0,0.14505924
1,Tack,1778180207021,Eliot's Trailer,1,Bhoof Bridle 2 - Y-fit,"Tack & Equipment > Bridles, Headstalls & Reins > English Bridles & Reins > Bridles",BH10010012,Size: Full,,,,,Corro Trailer 1,307000,307000,307000,559000,0,0,
2,Tack,1778180207021,Eliot's Trailer,1,Bhoof Bit 3 Leather,Tack & Equipment > Bits > English Bits,BH10120013,Style: Titanium / Leather,Size: 125 mm,,,,Corro Trailer 1,149000,149000,149000,229000,0,0,
2,Tack,1778180207021,Eliot's Trailer,1,Bhoof Bit 1 Single-jointed,Tack & Equipment > Bits > English Bits,BH10120003,Size: 125 mm,,,,,Corro Trailer 1,129000,129000,129000,199000,0,0,
1,Tack,1778180207021,Eliot's Trailer,1,Bhoof Bit 3 Leather,Tack & Equipment > Bits > English Bits,BH10120014,Style: Titanium / Leather,Size: 135 mm,,,,Corro Trailer 1,149000,149000,149000,229000,0,0,
1,Tack,1778180207021,Eliot's Trailer,1,Bhoof Bit 1 Single-jointed,Tack & Equipment > Bits > English Bits,BH10120004,Size: 135 mm,,,,,Corro Trailer 1,129000,129000,129000,199000,0,0,
2,Tack,1778180207021,Eliot's Trailer,1,Bhoof Bit 3 Leather,Tack & Equipment > Bits > English Bits,BH10120012,Style: Titanium / Leather,Size: 115 mm,,,,Corro Trailer 1,149000,149000,149000,229000,0,0,
2,Tack,1778180207021,Eliot's Trailer,1,Bhoof Bit 1 Single-jointed,Tack & Equipment > Bits > English Bits,BH10120002,Size: 115 mm,,,,,Corro Trailer 1,129000,129000,129000,199000,0,0,
0,Tack,1778180207021,Eliot's Trailer,1,Bhoof Martingale 1 - Classic,Tack & Equipment > Martingales & Breastplates,BH10030002,Size: Cob,,,,,Corro Trailer 1,142000,142000,142000,259000,0,0,0.080007076
1,Tack,1778180207021,Eliot's Trailer,1,Bhoof Rein 1 - Safety,"Tack & Equipment > Bridles, Headstalls & Reins > English Bridles & Reins > Reins",BH10020003,Size: Full 22mm,,,,,Corro Trailer 1,98000,98000,98000,179000,0,0,
2,First Aid,1778252086689,Eliot's Trailer,1,Cotton Roll Non-Sterile,Horse Care > First Aid & Wellness > First Aid Supplies,21300729,Title: Default Title,,,,,Corro Trailer 1,3540,3540,3540,8990,0,0,
1,Boots/Wraps,1778252009218,Eliot's Trailer,1,Ryde Adjustable Safety Stirrup,Tack & Equipment > Stirrups & Leathers > English Stirrups,002,Color: Silver,,,,,Corro Trailer 1,0,0,0,650000,0,0,
2,Rider,1778252234585,Eliot's Trailer,1,Yagya Leather Buckle Belt,Rider > Accessories & Apparel > Belts,1000000000717,Color: Brown,Size: XS/S,,,,Corro Trailer 1,90000,90000,90000,190000,0,0,
1,Rider,1778252234585,Eliot's Trailer,1,Yagya Compression Performance Breeches,Rider > Accessories & Apparel > Breeches,1000000000375,Size: Medium,Color: Black,,,,Corro Trailer 1,167000,167000,167000,350000,0,0,
1,Rider,1778252234585,Eliot's Trailer,1,Yagya Compression Performance Breeches,Rider > Accessories & Apparel > Breeches,1000000000475,Size: Large,Color: Tan,,,,Corro Trailer 1,167000,167000,167000,350000,0,0,
0,Rider,1778252234585,Eliot's Trailer,1,Yagya Compression Performance Breeches,Rider > Accessories & Apparel > Breeches,1000000000374,Size: Small,Color: Black,,,,Corro Trailer 1,167000,167000,167000,350000,0,0,0.08680273
0,Rider,1778252234585,Eliot's Trailer,1,Yagya Compression Performance Breeches,Rider > Accessories & Apparel > Breeches,1000000000294,Size: Extra Small,Color: White,,,,Corro Trailer 1,167000,167000,167000,350000,0,0,1
1,Rider,1778252234585,Eliot's Trailer,1,Yagya High-Rise Compression Breeches,Rider > Accessories & Apparel > Breeches,1000000000516,Size: Medium,Color: Navy,,,,Corro Trailer 1,167000,167000,167000,350000,0,0,
1,Rider,1778252234585,Eliot's Trailer,1,Yagya Compression Performance Breeches,Rider > Accessories & Apparel > Breeches,1000000000296,Size: Medium,Color: White,,,,Corro Trailer 1,167000,167000,167000,350000,0,0,
1,Rider,1778252234585,Eliot's Trailer,1,Yagya High-Rise Compression Breeches,Rider > Accessories & Apparel > Breeches,1000000000509,Size: Medium,Color: Tan,,,,Corro Trailer 1,167000,167000,167000,350000,0,0,
1,Rider,1778252234585,Eliot's Trailer,1,Yagya Compression Performance Breeches,Rider > Accessories & Apparel > Breeches,1000000000297,Size: Large,Color: White,,,,Corro Trailer 1,167000,167000,167000,350000,0,0,
1,Rider,1778252234585,Eliot's Trailer,1,Yagya High-Rise Compression Breeches,Rider > Accessories & Apparel > Breeches,1000000000510,Size: Large,Color: Tan,,,,Corro Trailer 1,167000,167000,167000,350000,0,0,
0,Rider,1778252234585,Eliot's Trailer,1,Yagya Leather Buckle Belt,Rider > Accessories & Apparel > Belts,1000000001461,Color: Black,Size: XS/S,,,,Corro Trailer 1,90000,90000,90000,190000,0,0,0.017621757
1,Rider,1778252234585,Eliot's Trailer,1,Yagya Signature Riding Jacket,Rider > Accessories & Apparel > Jackets,1000000000018,Size: XS,Color: Black,,,,Corro Trailer 1,144000,144000,144000,260000,0,0,
1,Rider,1778252234585,Eliot's Trailer,1,Yagya Performance Show Jacket,Rider > Accessories & Apparel > Jackets,1000000000753,Color: Black,Size: Medium,,,,Corro Trailer 1,250000,250000,250000,580000,0,0,
5,Grooming,1778252024408,Eliot's Trailer,1,Cavali Club Body Brush,Horse Care > Grooming & Bathing > Brushes & Tools > Brushes & Combs,WINTER601,Title: Default Title,,,,,Corro Trailer 1,7350,7350,7350,30000,0,0,0.119336404
1,Rider,1778252234585,Eliot's Trailer,1,Yagya Short Padded Jacket,Rider > Accessories & Apparel > Jackets,1000000000995,Color: Green,Size: Medium,,,,Corro Trailer 1,150000,150000,150000,340000,0,0,
1,Rider,1778252234585,Eliot's Trailer,1,Yagya Performance Show Jacket,Rider > Accessories & Apparel > Jackets,1000000000751,Color: Black,Size: XS,,,,Corro Trailer 1,250000,250000,250000,580000,0,0,
1,Rider,1778252234585,Eliot's Trailer,1,Yagya Performance Show Jacket,Rider > Accessories & Apparel > Jackets,1000000000752,Color: Black,Size: Small,,,,Corro Trailer 1,250000,250000,250000,580000,0,0,
1,Rider,1778252234585,Eliot's Trailer,1,Yagya Short Padded Jacket,Rider > Accessories & Apparel > Jackets,1000000000996,Color: Green,Size: Large,,,,Corro Trailer 1,150000,150000,150000,340000,0,0,
1,Rider,1778252234585,Eliot's Trailer,1,Yagya Performance Show Jacket,Rider > Accessories & Apparel > Jackets,1000000000754,Color: Black,Size: Large,,,,Corro Trailer 1,250000,250000,250000,580000,0,0,
1,Rider,1778252234585,Eliot's Trailer,1,Yagya Short Padded Jacket,Rider > Accessories & Apparel > Jackets,1000000000989,Color: Black,Size: Large,,,,Corro Trailer 1,150000,150000,150000,340000,0,0,
2,Rider,1778252234585,Eliot's Trailer,1,Roeckl Roeck-Grip Riding Gloves - Unisex,Rider > Accessories & Apparel > Gloves,15-3301208BK-95,Color: Black,Size: 9.5,,,,Corro Trailer 1,30000,30000,30000,59950,0,0,0.078885995
0,Rider,1778252234585,Eliot's Trailer,1,Roeckl Roeck-Grip Riding Gloves - Unisex,Rider > Accessories & Apparel > Gloves,15-3301208BK-7,Color: Black,Size: 7,,,,Corro Trailer 1,30000,30000,30000,59950,0,0,0.14797728
0,Rider,1778252234585,Eliot's Trailer,1,Roeckl Roeck-Grip Riding Gloves - Unisex,Rider > Accessories & Apparel > Gloves,15-3301208BK-6,Color: Black,Size: 6,,,,Corro Trailer 1,30000,30000,30000,59950,0,0,0.2040043
1,Rider,1778252234585,Eliot's Trailer,1,Roeckl Roeck-Grip Riding Gloves - Unisex,Rider > Accessories & Apparel > Gloves,15-3301208BK-8,Color: Black,Size: 8,,,,Corro Trailer 1,30000,30000,30000,59950,0,0,0.044311803
0,Rider,1778252234585,Eliot's Trailer,1,Roeckl Roeck-Grip Riding Gloves - Unisex,Rider > Accessories & Apparel > Gloves,15-3301208BK-65,Color: Black,Size: 6.5,,,,Corro Trailer 1,30000,30000,30000,59950,0,0,0.06782538
0,Rider,1778252234585,Eliot's Trailer,1,Roeckl Roeck-Grip Riding Gloves - Unisex,Rider > Accessories & Apparel > Gloves,15-3301208BK-85,Color: Black,Size: 8.5,,,,Corro Trailer 1,30000,30000,30000,59950,0,0,0.023375543
1,Tack,1778180207021,Eliot's Trailer,1,Bhoof Breastplate 1 - Mid position,Tack & Equipment > Martingales & Breastplates,BH10040002,Size: Cob,,,,,Corro Trailer 1,241000,241000,241000,439000,0,0,
1,Tack,1778180207021,Eliot's Trailer,1,Bhoof Bit 2 Double-jointed,Tack & Equipment > Bits > English Bits,BH10120010,Size: 145 mm,,,,,Corro Trailer 1,129000,129000,129000,199000,0,0,
2,Tack,1778180207021,Eliot's Trailer,1,Bhoof Bit 2 Double-jointed,Tack & Equipment > Bits > English Bits,BH10120009,Size: 135 mm,,,,,Corro Trailer 1,129000,129000,129000,199000,0,0,
1,Tack,1778180207021,Eliot's Trailer,1,Bhoof Bit 2 Double-jointed,Tack & Equipment > Bits > English Bits,BH10120007,Size: 115 mm,,,,,Corro Trailer 1,129000,129000,129000,199000,0,0,
1,Tack,1778180207021,Eliot's Trailer,1,Bhoof Breastplate 2 - High position,Tack & Equipment > Martingales & Breastplates,BH10040005,Size: Cob,,,,,Corro Trailer 1,241000,241000,241000,439000,0,0,
2,Tack,1778180207021,Eliot's Trailer,1,Bhoof Bit 2 Double-jointed,Tack & Equipment > Bits > English Bits,BH10120008,Size: 125 mm,,,,,Corro Trailer 1,129000,129000,129000,199000,0,0,
1,Tack,1778180207021,Eliot's Trailer,1,Bhoof Breastplate 2 - High position,Tack & Equipment > Martingales & Breastplates,BH10040004,Size: Pony,,,,,Corro Trailer 1,241000,241000,241000,439000,0,0,
1,Tack,1778180207021,Eliot's Trailer,1,Bhoof Martingale 2 - Elastic,Tack & Equipment > Martingales & Breastplates,BH10030006,Size: Full,,,,,Corro Trailer 1,142000,142000,142000,259000,0,0,
1,Tack,1778180207021,Eliot's Trailer,1,Bhoof Bit 2 Double-jointed,Tack & Equipment > Bits > English Bits,BH10120006,Size: 105 mm,,,,,Corro Trailer 1,129000,129000,129000,199000,0,0,
2,Tack,1778180207021,Eliot's Trailer,1,Dy'on Leather Covered Rope Noseband - New English Collection,"Tack & Equipment > Bridles, Headstalls & Reins > English Bridles & Reins > Bridles",NE04IBRC,Size: Cob,Color: Brown,,,,Corro Trailer 1,58820,58820,58820,189990,0,0,
2,Boots/Wraps,1778252009218,Eliot's Trailer,1,Kentucky Horsewear Wool Bandages,Tack & Equipment > Boots & Wraps > Leg Wraps,42103-01-F,Size: Full,Color: Black,,,,Corro Trailer 1,47810,47810,47810,129990,0,0,0.01621017
2,Boots/Wraps,1778252009218,Eliot's Trailer,1,Kentucky Horsewear Stable Bandage Wrap,Tack & Equipment > Boots & Wraps > Leg Wraps,42119-01-50X50,Size: 50 x 50cm,Color: Black,,,,Corro Trailer 1,52150,52150,52150,139990,0,0,
2,Boots/Wraps,1778252009218,Eliot's Trailer,1,Kentucky Horsewear Tendon Grip Sock,Tack & Equipment > Boots & Wraps > Leg Wraps,42101-01,Size: Full,Color: Black,,,,Corro Trailer 1,34770,34770,34770,94990,0,0,
2,Boots/Wraps,1778252009218,Eliot's Trailer,1,Kentucky Horsewear Tendon Grip Gel Sock,Tack & Equipment > Boots & Wraps > Leg Wraps,42101-01-GEL,Size: Full,Color: Black,,,,Corro Trailer 1,34770,34770,34770,94990,0,0,0.55220926
1,Fly Gear,1778252234584,Eliot's Trailer,1,Flysect Super-C Repellent Concentrate,Horse Care > Fly & Insect Control > Fly Sprays & Traps,3006290,Size: 32 Ounces,,,,,Corro Trailer 1,41320,41320,41320,49950,0,1,0.04194096
3,First Aid,1778252086689,Eliot's Trailer,1,Telfa Non-Adherent Dressing,Horse Care > First Aid & Wellness > First Aid Supplies,2132,Size: 3x4 Inch 100 Count,,,,,Corro Trailer 1,20700,20700,20700,26990,0,0,
7,Rider,1778252234585,Eliot's Trailer,1,HIRZL Grippp Elite Gloves,Rider > Accessories & Apparel > Gloves,HR-72176-9,Color: Black,Size: 9,,,,Corro Trailer 1,31450,31450,31450,79990,0,0,
4,Rider,1778252234585,Eliot's Trailer,1,HIRZL Grippp Elite Gloves,Rider > Accessories & Apparel > Gloves,HR-72176-10.5,Color: Black,Size: 10.5,,,,Corro Trailer 1,31450,31450,31450,79990,0,0,
5,Rider,1778252234585,Eliot's Trailer,1,HIRZL Grippp Elite Gloves,Rider > Accessories & Apparel > Gloves,HR-72176-7.5,Color: Black,Size: 7.5,,,,Corro Trailer 1,31450,31450,31450,79990,0,0,0.022843447
4,Rider,1778252234585,Eliot's Trailer,1,HIRZL Grippp Elite Gloves,Rider > Accessories & Apparel > Gloves,HR-72176-11,Color: Black,Size: 11,,,,Corro Trailer 1,31450,31450,31450,79990,0,0,
